ReviewID,DestinationID,UserID,Rating,ReviewText
872,782,274,2,Loved the beaches!
873,857,529,4,A historical wonder
874,378,579,5,Incredible monument!
875,900,180,1,Loved the beaches!
876,769,307,5,A historical wonder
877,877,786,4,Incredible monument!
878,765,601,2,Loved the beaches!
879,878,813,4,A historical wonder
880,497,799,3,Incredible monument!
881,55,340,5,Loved the beaches!
882,707,244,4,A historical wonder
883,976,423,1,Incredible monument!
884,76,821,3,Loved the beaches!
885,920,40,4,A historical wonder
886,419,678,4,Incredible monument!
887,60,847,2,Loved the beaches!
888,732,55,2,A historical wonder
889,373,996,5,Incredible monument!
890,350,460,4,Loved the beaches!
891,875,898,5,A historical wonder
892,586,76,5,Incredible monument!
893,686,916,2,Loved the beaches!
894,945,190,5,A historical wonder
895,398,165,5,Incredible monument!
896,360,584,1,Loved the beaches!
897,966,161,2,A historical wonder
898,183,948,1,Incredible monument!
899,645,579,4,Loved the beaches!
900,975,508,1,A historical wonder
901,95,447,1,Incredible monument!
902,805,480,4,Loved the beaches!
903,391,443,5,A historical wonder
904,865,729,4,Incredible monument!
905,800,710,1,Loved the beaches!
906,339,664,5,A historical wonder
907,15,277,4,Incredible monument!
908,900,937,5,Loved the beaches!
909,365,917,5,A historical wonder
910,493,760,2,Incredible monument!
911,609,418,2,Loved the beaches!
912,193,461,5,A historical wonder
913,649,803,5,Incredible monument!
914,936,862,3,Loved the beaches!
915,682,864,3,A historical wonder
916,704,444,1,Incredible monument!
917,551,117,2,Loved the beaches!
918,598,95,2,A historical wonder
919,654,287,4,Incredible monument!
920,295,471,4,Loved the beaches!
921,660,674,4,A historical wonder
922,942,461,5,Incredible monument!
923,777,4,5,Loved the beaches!
924,263,226,1,A historical wonder
925,695,261,4,Incredible monument!
926,690,925,1,Loved the beaches!
927,510,451,3,A historical wonder
928,509,584,4,Incredible monument!
929,598,321,5,Loved the beaches!
930,532,532,1,A historical wonder
931,40,252,3,Incredible monument!
932,975,220,3,Loved the beaches!
933,296,70,5,A historical wonder
934,348,840,1,Incredible monument!
935,683,847,2,Loved the beaches!
936,166,901,3,A historical wonder
937,514,826,3,Incredible monument!
938,575,993,3,Loved the beaches!
939,279,798,2,A historical wonder
940,724,513,5,Incredible monument!
941,90,842,4,Loved the beaches!
942,960,475,3,A historical wonder
943,632,188,1,Incredible monument!
944,514,68,3,Loved the beaches!
945,215,889,5,A historical wonder
946,626,446,1,Incredible monument!
947,949,521,5,Loved the beaches!
948,314,702,4,A historical wonder
949,166,990,1,Incredible monument!
950,961,569,2,Loved the beaches!
951,419,240,4,A historical wonder
952,300,350,1,Incredible monument!
953,429,78,3,Loved the beaches!
954,621,936,3,A historical wonder
955,168,471,1,Incredible monument!
956,346,682,3,Loved the beaches!
957,510,311,1,A historical wonder
958,249,620,4,Incredible monument!
959,113,16,2,Loved the beaches!
960,819,523,3,A historical wonder
961,769,781,1,Incredible monument!
962,757,820,5,Loved the beaches!
963,451,970,5,A historical wonder
964,702,650,5,Incredible monument!
965,544,46,2,Loved the beaches!
966,935,454,1,A historical wonder
967,840,942,1,Incredible monument!
968,634,695,4,Loved the beaches!
969,555,668,3,A historical wonder
970,831,58,5,Incredible monument!
971,127,439,3,Loved the beaches!
972,289,63,1,A historical wonder
973,749,383,4,Incredible monument!
974,926,237,5,Loved the beaches!
975,387,736,5,A historical wonder
976,803,741,4,Incredible monument!
977,537,338,1,Loved the beaches!
978,831,20,3,A historical wonder
979,32,389,5,Incredible monument!
980,64,603,1,Loved the beaches!
981,90,86,1,A historical wonder
982,914,111,2,Incredible monument!
983,376,616,1,Loved the beaches!
984,144,246,2,A historical wonder
985,687,994,4,Incredible monument!
986,611,505,3,Loved the beaches!
987,179,170,1,A historical wonder
988,386,908,3,Incredible monument!
989,469,858,4,Loved the beaches!
990,240,464,1,A historical wonder
991,701,850,3,Incredible monument!
992,80,857,5,Loved the beaches!
993,625,661,3,A historical wonder
994,832,125,5,Incredible monument!
995,231,346,5,Loved the beaches!
996,140,140,3,A historical wonder
997,823,858,5,Incredible monument!
998,279,839,2,Loved the beaches!
999,705,253,4,A historical wonder
