HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
930,302,274,2024-03-20,2
931,978,76,2024-01-01,4
932,677,195,2024-02-15,4
933,734,409,2024-03-20,5
934,404,667,2024-01-01,4
935,745,114,2024-02-15,2
936,351,866,2024-03-20,1
937,737,369,2024-01-01,1
938,485,315,2024-02-15,5
939,377,835,2024-03-20,2
940,442,983,2024-01-01,1
941,636,115,2024-02-15,3
942,568,805,2024-03-20,5
943,358,48,2024-01-01,1
944,271,767,2024-02-15,2
945,913,149,2024-03-20,1
946,411,724,2024-01-01,5
947,364,262,2024-02-15,4
948,534,113,2024-03-20,3
949,380,662,2024-01-01,3
950,225,64,2024-02-15,5
951,394,185,2024-03-20,3
952,859,955,2024-01-01,1
953,797,546,2024-02-15,4
954,565,106,2024-03-20,5
955,936,346,2024-01-01,4
956,574,326,2024-02-15,2
957,497,369,2024-03-20,2
958,352,261,2024-01-01,2
959,308,826,2024-02-15,3
960,240,700,2024-03-20,1
961,260,7,2024-01-01,1
962,799,55,2024-02-15,3
963,711,705,2024-03-20,5
964,913,726,2024-01-01,3
965,340,645,2024-02-15,2
966,679,852,2024-03-20,1
967,474,24,2024-01-01,5
968,283,100,2024-02-15,3
969,379,786,2024-03-20,2
970,968,958,2024-01-01,2
971,740,692,2024-02-15,3
972,655,795,2024-03-20,5
973,40,654,2024-01-01,5
974,750,160,2024-02-15,3
975,752,799,2024-03-20,3
976,934,202,2024-01-01,1
977,592,646,2024-02-15,5
978,322,424,2024-03-20,3
979,627,499,2024-01-01,2
980,99,37,2024-02-15,4
981,135,818,2024-03-20,4
982,199,396,2024-01-01,3
983,326,880,2024-02-15,1
984,286,697,2024-03-20,2
985,50,224,2024-01-01,2
986,76,29,2024-02-15,5
987,843,886,2024-03-20,1
988,564,348,2024-01-01,2
989,684,142,2024-02-15,2
990,968,567,2024-03-20,5
991,978,800,2024-01-01,1
992,704,642,2024-02-15,1
993,734,445,2024-03-20,4
994,589,20,2024-01-01,1
995,129,240,2024-02-15,3
996,634,359,2024-03-20,3
997,831,78,2024-01-01,1
998,959,660,2024-02-15,4
999,538,30,2024-03-20,5
