DestinationID,Name,State,Type,Popularity,BestTimeToVisit
371,Taj Mahal,Uttar Pradesh,Historical,8.32089647558579,Nov-Feb
372,Goa Beaches,Goa,Beach,7.824610910350504,Nov-Mar
373,Jaipur City,Rajasthan,City,9.276956975859664,Oct-Mar
374,Kerala Backwaters,Kerala,Nature,9.27098132194643,Sep-Mar
375,Leh Ladakh,Jammu and Kashmir,Adventure,8.44823537077092,Apr-Jun
376,Taj Mahal,Uttar Pradesh,Historical,9.483879397405465,Nov-Feb
377,Goa Beaches,Goa,Beach,7.92228615054826,Nov-Mar
378,Jaipur City,Rajasthan,City,9.36474701059834,Oct-Mar
379,Kerala Backwaters,Kerala,Nature,7.710901822596214,Sep-Mar
380,Leh Ladakh,Jammu and Kashmir,Adventure,8.658172608842527,Apr-Jun
381,Taj Mahal,Uttar Pradesh,Historical,9.300525031025979,Nov-Feb
382,Goa Beaches,Goa,Beach,8.487140997084705,Nov-Mar
383,Jaipur City,Rajasthan,City,8.70695511642636,Oct-Mar
384,Kerala Backwaters,Kerala,Nature,8.63256261554465,Sep-Mar
385,Leh Ladakh,Jammu and Kashmir,Adventure,8.051203902011398,Apr-Jun
386,Taj Mahal,Uttar Pradesh,Historical,9.46333200145262,Nov-Feb
387,Goa Beaches,Goa,Beach,8.763403696969464,Nov-Mar
388,Jaipur City,Rajasthan,City,9.151665484353007,Oct-Mar
389,Kerala Backwaters,Kerala,Nature,9.40914617773771,Sep-Mar
390,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728503825909,Apr-Jun
391,Taj Mahal,Uttar Pradesh,Historical,8.937176476917816,Nov-Feb
392,Goa Beaches,Goa,Beach,8.65903274744209,Nov-Mar
393,Jaipur City,Rajasthan,City,8.429521721872453,Oct-Mar
394,Kerala Backwaters,Kerala,Nature,8.884525796968724,Sep-Mar
395,Leh Ladakh,Jammu and Kashmir,Adventure,8.879069809066051,Apr-Jun
396,Taj Mahal,Uttar Pradesh,Historical,9.113864702192004,Nov-Feb
397,Goa Beaches,Goa,Beach,8.739477476072606,Nov-Mar
398,Jaipur City,Rajasthan,City,8.33295003386784,Oct-Mar
399,Kerala Backwaters,Kerala,Nature,8.376325562448297,Sep-Mar
400,Leh Ladakh,Jammu and Kashmir,Adventure,9.120122756229375,Apr-Jun
401,Taj Mahal,Uttar Pradesh,Historical,8.033376557417458,Nov-Feb
402,Goa Beaches,Goa,Beach,8.050919516333472,Nov-Mar
403,Jaipur City,Rajasthan,City,8.578600554982318,Oct-Mar
404,Kerala Backwaters,Kerala,Nature,9.28938699420442,Sep-Mar
405,Leh Ladakh,Jammu and Kashmir,Adventure,8.266309519533893,Apr-Jun
406,Taj Mahal,Uttar Pradesh,Historical,8.13824601276976,Nov-Feb
407,Goa Beaches,Goa,Beach,8.685967653034197,Nov-Mar
408,Jaipur City,Rajasthan,City,7.789753610332566,Oct-Mar
409,Kerala Backwaters,Kerala,Nature,7.695324251011531,Sep-Mar
410,Leh Ladakh,Jammu and Kashmir,Adventure,9.056239628784924,Apr-Jun
411,Taj Mahal,Uttar Pradesh,Historical,8.284126727805766,Nov-Feb
412,Goa Beaches,Goa,Beach,8.056589740959444,Nov-Mar
413,Jaipur City,Rajasthan,City,9.164900243709798,Oct-Mar
414,Kerala Backwaters,Kerala,Nature,8.41852933200488,Sep-Mar
415,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437608917823,Apr-Jun
416,Taj Mahal,Uttar Pradesh,Historical,9.327014780224204,Nov-Feb
417,Goa Beaches,Goa,Beach,7.799317152894507,Nov-Mar
418,Jaipur City,Rajasthan,City,8.571570122764205,Oct-Mar
419,Kerala Backwaters,Kerala,Nature,8.165654259803166,Sep-Mar
420,Leh Ladakh,Jammu and Kashmir,Adventure,9.333012518480867,Apr-Jun
421,Taj Mahal,Uttar Pradesh,Historical,8.912423770627766,Nov-Feb
422,Goa Beaches,Goa,Beach,7.9629327439636866,Nov-Mar
423,Jaipur City,Rajasthan,City,8.427042499188698,Oct-Mar
424,Kerala Backwaters,Kerala,Nature,8.016517304482331,Sep-Mar
425,Leh Ladakh,Jammu and Kashmir,Adventure,7.677908499077882,Apr-Jun
426,Taj Mahal,Uttar Pradesh,Historical,7.742346085788473,Nov-Feb
427,Goa Beaches,Goa,Beach,8.049399731297333,Nov-Mar
428,Jaipur City,Rajasthan,City,9.229663135604667,Oct-Mar
429,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar
430,Leh Ladakh,Jammu and Kashmir,Adventure,7.528160810117106,Apr-Jun
431,Taj Mahal,Uttar Pradesh,Historical,8.45973062297419,Nov-Feb
432,Goa Beaches,Goa,Beach,8.839626409332572,Nov-Mar
433,Jaipur City,Rajasthan,City,8.683728793384567,Oct-Mar
434,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar
435,Leh Ladakh,Jammu and Kashmir,Adventure,8.316001911390781,Apr-Jun
436,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb
437,Goa Beaches,Goa,Beach,7.987106149468621,Nov-Mar
438,Jaipur City,Rajasthan,City,8.465558405614521,Oct-Mar
439,Kerala Backwaters,Kerala,Nature,8.208388595361088,Sep-Mar
440,Leh Ladakh,Jammu and Kashmir,Adventure,8.224548104826292,Apr-Jun
441,Taj Mahal,Uttar Pradesh,Historical,7.865953290683349,Nov-Feb
442,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar
443,Jaipur City,Rajasthan,City,9.225300608752708,Oct-Mar
444,Kerala Backwaters,Kerala,Nature,8.308543307938688,Sep-Mar
445,Leh Ladakh,Jammu and Kashmir,Adventure,7.845173227424654,Apr-Jun
446,Taj Mahal,Uttar Pradesh,Historical,8.09180966649682,Nov-Feb
447,Goa Beaches,Goa,Beach,8.888745118422108,Nov-Mar
448,Jaipur City,Rajasthan,City,8.531272858594322,Oct-Mar
449,Kerala Backwaters,Kerala,Nature,7.900632192964087,Sep-Mar
450,Leh Ladakh,Jammu and Kashmir,Adventure,8.390879272653267,Apr-Jun
451,Taj Mahal,Uttar Pradesh,Historical,7.948981237202266,Nov-Feb
452,Goa Beaches,Goa,Beach,7.710238850545792,Nov-Mar
453,Jaipur City,Rajasthan,City,8.426026820095585,Oct-Mar
454,Kerala Backwaters,Kerala,Nature,8.250765565651493,Sep-Mar
455,Leh Ladakh,Jammu and Kashmir,Adventure,7.889359194048391,Apr-Jun
456,Taj Mahal,Uttar Pradesh,Historical,7.509850241166378,Nov-Feb
457,Goa Beaches,Goa,Beach,9.348468751483983,Nov-Mar
458,Jaipur City,Rajasthan,City,9.04884504620765,Oct-Mar
459,Kerala Backwaters,Kerala,Nature,8.231034030468606,Sep-Mar
460,Leh Ladakh,Jammu and Kashmir,Adventure,8.25449220912482,Apr-Jun
461,Taj Mahal,Uttar Pradesh,Historical,8.54049334743632,Nov-Feb
462,Goa Beaches,Goa,Beach,7.625998220803341,Nov-Mar
463,Jaipur City,Rajasthan,City,8.981270231292,Oct-Mar
464,Kerala Backwaters,Kerala,Nature,8.555128223838274,Sep-Mar
465,Leh Ladakh,Jammu and Kashmir,Adventure,7.761543597697145,Apr-Jun
466,Taj Mahal,Uttar Pradesh,Historical,8.25089870590044,Nov-Feb
467,Goa Beaches,Goa,Beach,8.025486409324685,Nov-Mar
468,Jaipur City,Rajasthan,City,9.47910151784028,Oct-Mar
469,Kerala Backwaters,Kerala,Nature,8.661784765251305,Sep-Mar
470,Leh Ladakh,Jammu and Kashmir,Adventure,8.93195095213289,Apr-Jun
471,Taj Mahal,Uttar Pradesh,Historical,9.431015219195523,Nov-Feb
472,Goa Beaches,Goa,Beach,9.276219098262823,Nov-Mar
473,Jaipur City,Rajasthan,City,8.138557734045776,Oct-Mar
474,Kerala Backwaters,Kerala,Nature,7.780303814451599,Sep-Mar
475,Leh Ladakh,Jammu and Kashmir,Adventure,8.439314463538002,Apr-Jun
476,Taj Mahal,Uttar Pradesh,Historical,8.59393285581819,Nov-Feb
477,Goa Beaches,Goa,Beach,9.061411819218065,Nov-Mar
478,Jaipur City,Rajasthan,City,8.746027540435104,Oct-Mar
479,Kerala Backwaters,Kerala,Nature,8.432522163463709,Sep-Mar
480,Leh Ladakh,Jammu and Kashmir,Adventure,9.183226466821635,Apr-Jun
481,Taj Mahal,Uttar Pradesh,Historical,8.347502107586056,Nov-Feb
482,Goa Beaches,Goa,Beach,7.948762856954323,Nov-Mar
483,Jaipur City,Rajasthan,City,9.187132541918034,Oct-Mar
484,Kerala Backwaters,Kerala,Nature,8.361380335928295,Sep-Mar
485,Leh Ladakh,Jammu and Kashmir,Adventure,9.307482015375825,Apr-Jun
486,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb
487,Goa Beaches,Goa,Beach,8.062331360639273,Nov-Mar
488,Jaipur City,Rajasthan,City,8.654607164170207,Oct-Mar
489,Kerala Backwaters,Kerala,Nature,8.63372498272289,Sep-Mar
490,Leh Ladakh,Jammu and Kashmir,Adventure,8.387349596378451,Apr-Jun
491,Taj Mahal,Uttar Pradesh,Historical,8.20803233304684,Nov-Feb
492,Goa Beaches,Goa,Beach,8.1282869592547,Nov-Mar
493,Jaipur City,Rajasthan,City,8.878936494411294,Oct-Mar
494,Kerala Backwaters,Kerala,Nature,8.937812540340415,Sep-Mar
495,Leh Ladakh,Jammu and Kashmir,Adventure,8.414265880762033,Apr-Jun
496,Taj Mahal,Uttar Pradesh,Historical,8.265509612154226,Nov-Feb
497,Goa Beaches,Goa,Beach,8.698828827904826,Nov-Mar
498,Jaipur City,Rajasthan,City,9.324413281531495,Oct-Mar
499,Kerala Backwaters,Kerala,Nature,9.264964762980979,Sep-Mar
500,Leh Ladakh,Jammu and Kashmir,Adventure,8.940107797681996,Apr-Jun
501,Taj Mahal,Uttar Pradesh,Historical,8.43779797890401,Nov-Feb
502,Goa Beaches,Goa,Beach,9.314545773276503,Nov-Mar
503,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar
504,Kerala Backwaters,Kerala,Nature,7.992592263408194,Sep-Mar
505,Leh Ladakh,Jammu and Kashmir,Adventure,8.07869796905618,Apr-Jun
506,Taj Mahal,Uttar Pradesh,Historical,8.510029536153398,Nov-Feb
507,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar
508,Jaipur City,Rajasthan,City,9.43596338151704,Oct-Mar
509,Kerala Backwaters,Kerala,Nature,9.25204552164384,Sep-Mar
510,Leh Ladakh,Jammu and Kashmir,Adventure,9.380186804036047,Apr-Jun
511,Taj Mahal,Uttar Pradesh,Historical,9.219575248565713,Nov-Feb
512,Goa Beaches,Goa,Beach,9.222486404593646,Nov-Mar
513,Jaipur City,Rajasthan,City,9.319083493307609,Oct-Mar
514,Kerala Backwaters,Kerala,Nature,7.980635862122308,Sep-Mar
515,Leh Ladakh,Jammu and Kashmir,Adventure,9.481318666573411,Apr-Jun
516,Taj Mahal,Uttar Pradesh,Historical,7.890656667652207,Nov-Feb
517,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar
518,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar
519,Kerala Backwaters,Kerala,Nature,7.772507901461253,Sep-Mar
520,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495404149,Apr-Jun
521,Taj Mahal,Uttar Pradesh,Historical,9.073609022110249,Nov-Feb
522,Goa Beaches,Goa,Beach,8.486706784627046,Nov-Mar
523,Jaipur City,Rajasthan,City,8.998307150645953,Oct-Mar
524,Kerala Backwaters,Kerala,Nature,8.207456170247866,Sep-Mar
525,Leh Ladakh,Jammu and Kashmir,Adventure,8.090624068994547,Apr-Jun
526,Taj Mahal,Uttar Pradesh,Historical,8.798076955318615,Nov-Feb
527,Goa Beaches,Goa,Beach,9.240920636796004,Nov-Mar
528,Jaipur City,Rajasthan,City,8.564171557585537,Oct-Mar
529,Kerala Backwaters,Kerala,Nature,7.7264659869040155,Sep-Mar
530,Leh Ladakh,Jammu and Kashmir,Adventure,9.135320166568894,Apr-Jun
531,Taj Mahal,Uttar Pradesh,Historical,7.819012402589374,Nov-Feb
532,Goa Beaches,Goa,Beach,8.988127174492362,Nov-Mar
533,Jaipur City,Rajasthan,City,7.692409735196847,Oct-Mar
534,Kerala Backwaters,Kerala,Nature,8.181851282648088,Sep-Mar
535,Leh Ladakh,Jammu and Kashmir,Adventure,9.177624039641806,Apr-Jun
536,Taj Mahal,Uttar Pradesh,Historical,9.05646084632939,Nov-Feb
537,Goa Beaches,Goa,Beach,9.187047298341549,Nov-Mar
538,Jaipur City,Rajasthan,City,8.61290957770994,Oct-Mar
539,Kerala Backwaters,Kerala,Nature,8.945958184370141,Sep-Mar
540,Leh Ladakh,Jammu and Kashmir,Adventure,8.310861660543809,Apr-Jun
541,Taj Mahal,Uttar Pradesh,Historical,8.299700198889736,Nov-Feb
542,Goa Beaches,Goa,Beach,8.682101749793983,Nov-Mar
543,Jaipur City,Rajasthan,City,8.997155930746766,Oct-Mar
544,Kerala Backwaters,Kerala,Nature,8.517940732286046,Sep-Mar
545,Leh Ladakh,Jammu and Kashmir,Adventure,7.661289356429886,Apr-Jun
546,Taj Mahal,Uttar Pradesh,Historical,8.99406731089834,Nov-Feb
547,Goa Beaches,Goa,Beach,8.645510418904573,Nov-Mar
548,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar
549,Kerala Backwaters,Kerala,Nature,9.251772000884307,Sep-Mar
550,Leh Ladakh,Jammu and Kashmir,Adventure,8.747376070548807,Apr-Jun
551,Taj Mahal,Uttar Pradesh,Historical,8.374491709395679,Nov-Feb
552,Goa Beaches,Goa,Beach,8.564998979974378,Nov-Mar
553,Jaipur City,Rajasthan,City,9.40131781831434,Oct-Mar
554,Kerala Backwaters,Kerala,Nature,9.025943210875612,Sep-Mar
555,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun
556,Taj Mahal,Uttar Pradesh,Historical,7.703776810764232,Nov-Feb
557,Goa Beaches,Goa,Beach,8.672185130404245,Nov-Mar
558,Jaipur City,Rajasthan,City,9.113897123897514,Oct-Mar
559,Kerala Backwaters,Kerala,Nature,8.65327152196819,Sep-Mar
560,Leh Ladakh,Jammu and Kashmir,Adventure,9.252519204291165,Apr-Jun
561,Taj Mahal,Uttar Pradesh,Historical,9.456850743680612,Nov-Feb
562,Goa Beaches,Goa,Beach,9.310527198750878,Nov-Mar
563,Jaipur City,Rajasthan,City,7.952541968997334,Oct-Mar
564,Kerala Backwaters,Kerala,Nature,8.870130228380821,Sep-Mar
565,Leh Ladakh,Jammu and Kashmir,Adventure,8.47880343825541,Apr-Jun
566,Taj Mahal,Uttar Pradesh,Historical,7.567818752588276,Nov-Feb
567,Goa Beaches,Goa,Beach,9.187761000514808,Nov-Mar
568,Jaipur City,Rajasthan,City,8.248703528475824,Oct-Mar
569,Kerala Backwaters,Kerala,Nature,9.000157281763427,Sep-Mar
570,Leh Ladakh,Jammu and Kashmir,Adventure,7.748348707167752,Apr-Jun
571,Taj Mahal,Uttar Pradesh,Historical,9.193226492177772,Nov-Feb
572,Goa Beaches,Goa,Beach,8.29243960608129,Nov-Mar
573,Jaipur City,Rajasthan,City,9.155604744108185,Oct-Mar
574,Kerala Backwaters,Kerala,Nature,7.553270853318885,Sep-Mar
575,Leh Ladakh,Jammu and Kashmir,Adventure,8.419067682490505,Apr-Jun
576,Taj Mahal,Uttar Pradesh,Historical,8.450301921040447,Nov-Feb
577,Goa Beaches,Goa,Beach,8.207209291443316,Nov-Mar
578,Jaipur City,Rajasthan,City,8.205781816540815,Oct-Mar
579,Kerala Backwaters,Kerala,Nature,8.598752880266343,Sep-Mar
580,Leh Ladakh,Jammu and Kashmir,Adventure,8.998305590476127,Apr-Jun
581,Taj Mahal,Uttar Pradesh,Historical,9.01567151822585,Nov-Feb
582,Goa Beaches,Goa,Beach,7.779308047020037,Nov-Mar
583,Jaipur City,Rajasthan,City,8.45671070203574,Oct-Mar
584,Kerala Backwaters,Kerala,Nature,7.877125609308293,Sep-Mar
585,Leh Ladakh,Jammu and Kashmir,Adventure,8.937350084907646,Apr-Jun
586,Taj Mahal,Uttar Pradesh,Historical,7.5697226580937755,Nov-Feb
587,Goa Beaches,Goa,Beach,7.768523623167793,Nov-Mar
588,Jaipur City,Rajasthan,City,9.180141735009256,Oct-Mar
589,Kerala Backwaters,Kerala,Nature,9.427997305985516,Sep-Mar
590,Leh Ladakh,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun
591,Taj Mahal,Uttar Pradesh,Historical,8.148297385049217,Nov-Feb
592,Goa Beaches,Goa,Beach,9.168100701200414,Nov-Mar
593,Jaipur City,Rajasthan,City,9.468508271221934,Oct-Mar
594,Kerala Backwaters,Kerala,Nature,8.618563706489919,Sep-Mar
595,Leh Ladakh,Jammu and Kashmir,Adventure,9.446618127599066,Apr-Jun
596,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb
597,Goa Beaches,Goa,Beach,7.735247906037738,Nov-Mar
598,Jaipur City,Rajasthan,City,7.754720778868718,Oct-Mar
599,Kerala Backwaters,Kerala,Nature,9.463041121922352,Sep-Mar
600,Leh Ladakh,Jammu and Kashmir,Adventure,9.390934664335951,Apr-Jun
601,Taj Mahal,Uttar Pradesh,Historical,7.679434820985951,Nov-Feb
602,Goa Beaches,Goa,Beach,8.330784565286411,Nov-Mar
603,Jaipur City,Rajasthan,City,8.51701771288866,Oct-Mar
604,Kerala Backwaters,Kerala,Nature,9.298998286534964,Sep-Mar
605,Leh Ladakh,Jammu and Kashmir,Adventure,9.015692413525752,Apr-Jun
606,Taj Mahal,Uttar Pradesh,Historical,7.6458703242980475,Nov-Feb
607,Goa Beaches,Goa,Beach,7.6520123514027665,Nov-Mar
608,Jaipur City,Rajasthan,City,8.443802951781302,Oct-Mar
609,Kerala Backwaters,Kerala,Nature,8.29568641738167,Sep-Mar
610,Leh Ladakh,Jammu and Kashmir,Adventure,7.940660734256079,Apr-Jun
611,Taj Mahal,Uttar Pradesh,Historical,9.342123928378385,Nov-Feb
612,Goa Beaches,Goa,Beach,7.582948969365619,Nov-Mar
613,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar
614,Kerala Backwaters,Kerala,Nature,9.003574785226348,Sep-Mar
615,Leh Ladakh,Jammu and Kashmir,Adventure,8.810690633638737,Apr-Jun
616,Taj Mahal,Uttar Pradesh,Historical,9.200376502061246,Nov-Feb
617,Goa Beaches,Goa,Beach,9.097017238917033,Nov-Mar
618,Jaipur City,Rajasthan,City,8.39215366577806,Oct-Mar
619,Kerala Backwaters,Kerala,Nature,9.4345443222489,Sep-Mar
620,Leh Ladakh,Jammu and Kashmir,Adventure,8.896288153040157,Apr-Jun
621,Taj Mahal,Uttar Pradesh,Historical,7.8202651990390395,Nov-Feb
622,Goa Beaches,Goa,Beach,8.642272298087951,Nov-Mar
623,Jaipur City,Rajasthan,City,7.809114532022525,Oct-Mar
624,Kerala Backwaters,Kerala,Nature,8.331131728498399,Sep-Mar
625,Leh Ladakh,Jammu and Kashmir,Adventure,8.352057126187718,Apr-Jun
626,Taj Mahal,Uttar Pradesh,Historical,7.64985755753062,Nov-Feb
627,Goa Beaches,Goa,Beach,7.949828337049644,Nov-Mar
628,Jaipur City,Rajasthan,City,9.28390783788805,Oct-Mar
629,Kerala Backwaters,Kerala,Nature,7.674024425319291,Sep-Mar
630,Leh Ladakh,Jammu and Kashmir,Adventure,9.26454156504302,Apr-Jun
631,Taj Mahal,Uttar Pradesh,Historical,8.69173765365114,Nov-Feb
632,Goa Beaches,Goa,Beach,7.876158566558553,Nov-Mar
633,Jaipur City,Rajasthan,City,8.038341365095178,Oct-Mar
634,Kerala Backwaters,Kerala,Nature,8.33060225072883,Sep-Mar
635,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun
636,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb
637,Goa Beaches,Goa,Beach,9.155871192324602,Nov-Mar
638,Jaipur City,Rajasthan,City,9.315119560288963,Oct-Mar
639,Kerala Backwaters,Kerala,Nature,9.081925622089122,Sep-Mar
640,Leh Ladakh,Jammu and Kashmir,Adventure,8.009714714967838,Apr-Jun
641,Taj Mahal,Uttar Pradesh,Historical,8.559749376912812,Nov-Feb
642,Goa Beaches,Goa,Beach,9.304705550324336,Nov-Mar
643,Jaipur City,Rajasthan,City,9.300321813290449,Oct-Mar
644,Kerala Backwaters,Kerala,Nature,9.189377296102892,Sep-Mar
645,Leh Ladakh,Jammu and Kashmir,Adventure,9.16102966115886,Apr-Jun
646,Taj Mahal,Uttar Pradesh,Historical,8.90349451280123,Nov-Feb
647,Goa Beaches,Goa,Beach,9.00875189802598,Nov-Mar
648,Jaipur City,Rajasthan,City,8.771306422116705,Oct-Mar
649,Kerala Backwaters,Kerala,Nature,8.167683021047935,Sep-Mar
650,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun
651,Taj Mahal,Uttar Pradesh,Historical,9.464391796425563,Nov-Feb
652,Goa Beaches,Goa,Beach,7.956162812949001,Nov-Mar
653,Jaipur City,Rajasthan,City,9.496920384788352,Oct-Mar
654,Kerala Backwaters,Kerala,Nature,8.441880661939361,Sep-Mar
655,Leh Ladakh,Jammu and Kashmir,Adventure,8.769705210150947,Apr-Jun
656,Taj Mahal,Uttar Pradesh,Historical,9.032216296013203,Nov-Feb
657,Goa Beaches,Goa,Beach,9.350623282972432,Nov-Mar
658,Jaipur City,Rajasthan,City,9.008048228406723,Oct-Mar
659,Kerala Backwaters,Kerala,Nature,7.991928056209089,Sep-Mar
660,Leh Ladakh,Jammu and Kashmir,Adventure,7.923387964302513,Apr-Jun
661,Taj Mahal,Uttar Pradesh,Historical,9.349513600175449,Nov-Feb
662,Goa Beaches,Goa,Beach,7.848867269009221,Nov-Mar
663,Jaipur City,Rajasthan,City,8.822604311521562,Oct-Mar
664,Kerala Backwaters,Kerala,Nature,7.975932402561909,Sep-Mar
665,Leh Ladakh,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun
666,Taj Mahal,Uttar Pradesh,Historical,8.535347955383795,Nov-Feb
667,Goa Beaches,Goa,Beach,7.97016084501826,Nov-Mar
668,Jaipur City,Rajasthan,City,7.593849734423116,Oct-Mar
669,Kerala Backwaters,Kerala,Nature,7.840622429583862,Sep-Mar
670,Leh Ladakh,Jammu and Kashmir,Adventure,7.809939225539317,Apr-Jun
671,Taj Mahal,Uttar Pradesh,Historical,9.406991630850323,Nov-Feb
672,Goa Beaches,Goa,Beach,7.687336809771084,Nov-Mar
673,Jaipur City,Rajasthan,City,7.818407810021514,Oct-Mar
674,Kerala Backwaters,Kerala,Nature,8.000500722385876,Sep-Mar
675,Leh Ladakh,Jammu and Kashmir,Adventure,8.944718004457487,Apr-Jun
676,Taj Mahal,Uttar Pradesh,Historical,9.263552559071387,Nov-Feb
677,Goa Beaches,Goa,Beach,8.565346616052354,Nov-Mar
678,Jaipur City,Rajasthan,City,8.104480470792156,Oct-Mar
679,Kerala Backwaters,Kerala,Nature,7.841584036663998,Sep-Mar
680,Leh Ladakh,Jammu and Kashmir,Adventure,9.159638354049665,Apr-Jun
681,Taj Mahal,Uttar Pradesh,Historical,8.748130652752925,Nov-Feb
682,Goa Beaches,Goa,Beach,8.57790096253945,Nov-Mar
683,Jaipur City,Rajasthan,City,8.419040819940108,Oct-Mar
684,Kerala Backwaters,Kerala,Nature,9.465996074743893,Sep-Mar
685,Leh Ladakh,Jammu and Kashmir,Adventure,7.598827165312162,Apr-Jun
686,Taj Mahal,Uttar Pradesh,Historical,8.260858751837267,Nov-Feb
687,Goa Beaches,Goa,Beach,8.036441481700162,Nov-Mar
688,Jaipur City,Rajasthan,City,8.056619012437265,Oct-Mar
689,Kerala Backwaters,Kerala,Nature,8.133852314473286,Sep-Mar
690,Leh Ladakh,Jammu and Kashmir,Adventure,8.195260134545546,Apr-Jun
691,Taj Mahal,Uttar Pradesh,Historical,8.887068416502617,Nov-Feb
692,Goa Beaches,Goa,Beach,8.822980009436904,Nov-Mar
693,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar
694,Kerala Backwaters,Kerala,Nature,9.22776324553234,Sep-Mar
695,Leh Ladakh,Jammu and Kashmir,Adventure,9.288646088702306,Apr-Jun
696,Taj Mahal,Uttar Pradesh,Historical,8.627961321716496,Nov-Feb
697,Goa Beaches,Goa,Beach,8.419227436314172,Nov-Mar
698,Jaipur City,Rajasthan,City,8.305889899010864,Oct-Mar
699,Kerala Backwaters,Kerala,Nature,7.6569626144692755,Sep-Mar
700,Leh Ladakh,Jammu and Kashmir,Adventure,8.87865289903948,Apr-Jun
701,Taj Mahal,Uttar Pradesh,Historical,8.814028636189173,Nov-Feb
702,Goa Beaches,Goa,Beach,9.111768717459087,Nov-Mar
703,Jaipur City,Rajasthan,City,8.56369804176352,Oct-Mar
704,Kerala Backwaters,Kerala,Nature,7.917510991611324,Sep-Mar
705,Leh Ladakh,Jammu and Kashmir,Adventure,8.371945150547274,Apr-Jun
706,Taj Mahal,Uttar Pradesh,Historical,9.023746389658205,Nov-Feb
707,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar
708,Jaipur City,Rajasthan,City,8.844219597824981,Oct-Mar
709,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar
710,Leh Ladakh,Jammu and Kashmir,Adventure,9.03152474709979,Apr-Jun
711,Taj Mahal,Uttar Pradesh,Historical,8.636551596129936,Nov-Feb
712,Goa Beaches,Goa,Beach,8.810464389396717,Nov-Mar
713,Jaipur City,Rajasthan,City,8.24455368678293,Oct-Mar
714,Kerala Backwaters,Kerala,Nature,8.655670235424626,Sep-Mar
715,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun
716,Taj Mahal,Uttar Pradesh,Historical,8.878654587888997,Nov-Feb
717,Goa Beaches,Goa,Beach,8.367306496099209,Nov-Mar
718,Jaipur City,Rajasthan,City,9.203460228257162,Oct-Mar
719,Kerala Backwaters,Kerala,Nature,8.603678777019319,Sep-Mar
720,Leh Ladakh,Jammu and Kashmir,Adventure,8.034817273030939,Apr-Jun
721,Taj Mahal,Uttar Pradesh,Historical,8.931632119904084,Nov-Feb
722,Goa Beaches,Goa,Beach,9.389779698220085,Nov-Mar
723,Jaipur City,Rajasthan,City,8.279131951554369,Oct-Mar
724,Kerala Backwaters,Kerala,Nature,7.925686613406978,Sep-Mar
725,Leh Ladakh,Jammu and Kashmir,Adventure,9.339552233237942,Apr-Jun
726,Taj Mahal,Uttar Pradesh,Historical,8.182156495747552,Nov-Feb
727,Goa Beaches,Goa,Beach,7.714387334549871,Nov-Mar
728,Jaipur City,Rajasthan,City,9.09930562784097,Oct-Mar
729,Kerala Backwaters,Kerala,Nature,8.569879157443847,Sep-Mar
730,Leh Ladakh,Jammu and Kashmir,Adventure,7.896272170257733,Apr-Jun
731,Taj Mahal,Uttar Pradesh,Historical,9.206443212539039,Nov-Feb
732,Goa Beaches,Goa,Beach,8.465381843255685,Nov-Mar
733,Jaipur City,Rajasthan,City,8.703584273601871,Oct-Mar
734,Kerala Backwaters,Kerala,Nature,8.248600725902943,Sep-Mar
735,Leh Ladakh,Jammu and Kashmir,Adventure,8.514869186476712,Apr-Jun
736,Taj Mahal,Uttar Pradesh,Historical,9.088805186403164,Nov-Feb
737,Goa Beaches,Goa,Beach,9.413701353656403,Nov-Mar
738,Jaipur City,Rajasthan,City,8.053822692109417,Oct-Mar
739,Kerala Backwaters,Kerala,Nature,8.372037385587443,Sep-Mar
740,Leh Ladakh,Jammu and Kashmir,Adventure,9.263891738676694,Apr-Jun
741,Taj Mahal,Uttar Pradesh,Historical,7.72777553164018,Nov-Feb
